start_BusName,end_BusName,start_lat,start_lon,end_lat,end_lon,length_km,voltage,cost_before_penalty,cost_after_penalty,added_cost,pct_increase
6CENTER PNT_360533,8CUMBERLAND_360040,34.6665318,-84.97089121,36.3921331,-87.65747953,400.936,500,995527319.7431612,1192411296.6076913,196883976.8645302,19.777
8BR FERRY NP_360052,8CUMBERLAND_360040,34.70520875,-87.11705751,36.3921331,-87.65747953,213.723,500,517459439.35818696,662805894.7238955,145346455.36570853,28.088
6LOOPERS FRM_360602,8CUMBERLAND_360040,34.708916,-84.922795,36.3921331,-87.65747953,393.104,500,977800643.6223795,1163497909.809004,185697266.1866245,18.991
6COUNTY LINE_360013,8CUMBERLAND_360040,34.74311084,-85.00751569,36.3921331,-87.65747953,371.698,500,924452008.8005961,1098660443.0756898,174208434.27509364,18.845
6YOUNG GA_361454,8CUMBERLAND_360040,34.75072952,-85.27349349,36.3921331,-87.65747953,327.823,500,821345313.9740916,992353941.006697,171008627.03260538,20.821
6KENSNGTN GA_361503,8CUMBERLAND_360040,34.81265905,-85.32344844,36.3921331,-87.65747953,328.119,500,821719544.2152979,987345289.8464942,165625745.6311962,20.156
6ALPHA GA_361502,8CUMBERLAND_360040,34.813027,-84.853226,36.3921331,-87.65747953,373.599,500,929583730.6628973,1111271593.296657,181687862.63375962,19.545
6CLOUDLANDGA_361633,8CUMBERLAND_360040,34.81849122,-85.5353055,36.3921331,-87.65747953,301.814,500,753969577.7405622,913998977.7972293,160029400.05666706,21.225
6ROCK SPG GA_361500,8CUMBERLAND_360040,34.83897801,-85.28020801,36.3921331,-87.65747953,332.157,500,830976747.4523056,998655998.1312084,167679250.67890286,20.179
6WID CRK FP_360068,8CUMBERLAND_360040,34.88515896,-85.75604163,36.3921331,-87.65747953,268.286,500,666174178.2495325,813902751.3853568,147728573.13582432,22.176
6WRINGOLD GA_361504,8CUMBERLAND_360040,34.89324284,-85.13750475,36.3921331,-87.65747953,372.146,500,925541613.5401199,1115647098.5243647,190105484.98424473,20.54
6BATTLFLD GA_361530,8CUMBERLAND_360040,34.9555953,-85.26465286,36.3921331,-87.65747953,307.112,500,772466380.5970496,950932312.6454394,178465932.04838973,23.103
6S HAVEN CC_360594,8CUMBERLAND_360040,34.99627529,-90.0485284,36.3921331,-87.65747953,324.533,500,793260142.974673,1076036491.4817095,282776348.50703657,35.647
6CONCORD TN_361509,8CUMBERLAND_360040,34.99679719,-85.1610968,36.3921331,-87.65747953,379.102,500,944344812.2457504,1135230304.6498382,190885492.40408784,20.214
8BRADLEY TN_360662,8CUMBERLAND_360040,35.0367008,-84.963798,36.3921331,-87.65747953,342.065,500,851239924.2120557,1024633528.106057,173393603.89400136,20.37
8BENTON MS_360612,8CUMBERLAND_360040,35.17466126,-89.74553609,36.3921331,-87.65747953,259.462,500,630783213.7351975,821894818.0191278,191111604.28393036,30.298
8ANDERSON TN_360120,8CUMBERLAND_360040,35.94503289,-84.38856432,36.3921331,-87.65747953,367.387,500,902784303.565125,1049255398.7649413,146471095.19981638,16.224
8BULL RUN FP_360093,8CUMBERLAND_360040,36.01895969,-84.15785445,36.3921331,-87.65747953,421.863,500,1036710850.3847916,1184082104.4388459,147371254.0540542,14.215
7SHAWNEE FP_360002,8CUMBERLAND_360040,37.150267,-88.778122,36.3921331,-87.65747953,213.122,500,510284161.2643982,635039298.6538166,124755137.38941838,24.448
8CHOCTAW MS_360654,8WID CRK FP_360065,33.2984397,-89.4127739,34.88726197,-85.75423778,412.691,500,1001168029.1461052,1230163815.83539,228995786.68928486,22.873
8ACKERMAN CC_360627,8WID CRK FP_360065,33.38593855,-89.20997726,34.88726197,-85.75423778,391.086,500,947651821.633821,1152657855.0149038,205006033.3810828,21.633
8CLAY_360688,8WID CRK FP_360065,33.47863869,-88.74043971,34.88726197,-85.75423778,344.376,500,835428955.7798676,985754735.1989584,150325779.4190907,17.994
